"TxnID","processedAt","AccountNumber","TxnTimestamp","CustomerID","TxnType","PayeeUPI","Amount","EventID","id","GeoLocation","PayerUPI","txn_type","fraud_flags","DeviceID","Status","IngestionTimestamp","SourceSystem","Amount_INR","Currency_Normalized","TxnTimestamp_UTC"
"TXN002460","2025-12-09T04:47:47.559017","1002003211","2025-01-01T03:24:55Z","CUST168","CREDIT","store186@upi",75000,"UPI002460","TXN002460","18.5277,86.0362","user302@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV219","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",75000,"INR","2025-01-01 03:24:55.000000000"
"TXN002932","2025-12-09T04:48:33.794973","1002003129","2025-01-01T04:04:15Z","CUST199","DEBIT","store265@upi",5000,"UPI002932","TXN002932","23.8668,86.5623","user164@upi","UPI","[]","DEV260","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",5000,"INR","2025-01-01 04:04:15.000000000"
"TXN003375","2025-12-09T04:38:29.983063","1002003030","2025-01-01T04:41:10Z","CUST061","CREDIT","store206@upi",75000,"UPI003375","TXN003375","17.6861,83.4034","user90@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV018","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",75000,"INR","2025-01-01 04:41:10.000000000"
"TXN003529","2025-12-09T04:38:45.072287","1002003339","2025-01-01T04:54:00Z","CUST042","DEBIT","store378@upi",75000,"UPI003529","TXN003529","15.905,74.5287","user201@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV272","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",75000,"INR","2025-01-01 04:54:00.000000000"
"TXN003557","2025-12-09T04:38:48.247997","1002003334","2025-01-01T04:56:20Z","CUST485","CREDIT","store264@upi",150,"UPI003557","TXN003557","18.9439,74.4156","user418@upi","UPI","[]","DEV247","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",150,"INR","2025-01-01 04:56:20.000000000"
"TXN003617","2025-12-09T04:38:54.226107","1002003144","2025-01-01T05:01:20Z","CUST348","DEBIT","store488@upi",999,"UPI003617","TXN003617","27.9,77.6273","user23@upi","UPI","[]","DEV229","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",999,"INR","2025-01-01 05:01:20.000000000"
"TXN003965","2025-12-09T04:39:25.953944","1002003379","2025-01-01T05:30:20Z","CUST325","DEBIT","store144@upi",150,"UPI003965","TXN003965","25.3108,84.9366","user398@upi","UPI","[]","DEV020","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",150,"INR","2025-01-01 05:30:20.000000000"
"TXN004072","2025-12-09T04:39:35.875245","1002003469","2025-01-01T05:39:15Z","CUST252","CREDIT","store398@upi",999,"UPI004072","TXN004072","22.3515,72.5706","user405@upi","UPI","[]","DEV209","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",999,"INR","2025-01-01 05:39:15.000000000"
"TXN004163","2025-12-09T04:39:43.912878","1002003040","2025-01-01T05:46:50Z","CUST197","CREDIT","store374@upi",999,"UPI004163","TXN004163","19.9318,85.8254","user159@upi","UPI","[]","DEV167","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",999,"INR","2025-01-01 05:46:50.000000000"
"TXN004168","2025-12-09T04:39:44.317244","1002003001","2025-01-01T05:47:15Z","CUST339","CREDIT","store273@upi",95000,"UPI004168","TXN004168","13.0108,74.5641","user247@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV207","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 05:47:15.000000000"
"TXN004224","2025-12-09T04:39:49.391825","1002003267","2025-01-01T05:51:55Z","CUST195","CREDIT","store294@upi",999,"UPI004224","TXN004224","13.5227,82.8692","user54@upi","UPI","[]","DEV281","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",999,"INR","2025-01-01 05:51:55.000000000"
"TXN004404","2025-12-09T04:40:05.159903","1002003150","2025-01-01T06:06:55Z","CUST217","DEBIT","store48@upi",150,"UPI004404","TXN004404","23.2197,80.8054","user269@upi","UPI","[]","DEV113","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",150,"INR","2025-01-01 06:06:55.000000000"
"TXN004437","2025-12-09T04:40:08.402892","1002003314","2025-01-01T06:09:40Z","CUST424","DEBIT","store190@upi",95000,"UPI004437","TXN004437","17.9647,86.4467","user179@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV214","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 06:09:40.000000000"
"TXN004543","2025-12-09T04:40:18.210756","1002003384","2025-01-01T06:18:30Z","CUST442","CREDIT","store464@upi",999,"UPI004543","TXN004543","26.6824,82.4648","user57@upi","UPI","[]","DEV157","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",999,"INR","2025-01-01 06:18:30.000000000"
"TXN004645","2025-12-09T04:40:27.640188","1002003096","2025-01-01T06:27:00Z","CUST053","DEBIT","store241@upi",999,"UPI004645","TXN004645","27.4504,77.5699","user186@upi","UPI","[]","DEV268","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",999,"INR","2025-01-01 06:27:00.000000000"
"TXN005435","2025-12-09T04:41:38.309600","1002003032","2025-01-01T07:32:50Z","CUST136","DEBIT","store428@upi",2500,"UPI005435","TXN005435","21.7579,83.339","user130@upi","UPI","[]","DEV232","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 07:32:50.000000000"
"TXN005472","2025-12-09T04:41:41.125384","1002003107","2025-01-01T07:35:55Z","CUST466","CREDIT","store489@upi",5000,"UPI005472","TXN005472","20.0145,75.5639","user415@upi","UPI","[]","DEV076","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",5000,"INR","2025-01-01 07:35:55.000000000"
"TXN005663","2025-12-09T04:41:59.343141","1002003059","2025-01-01T07:51:50Z","CUST030","DEBIT","store128@upi",5000,"UPI005663","TXN005663","16.3258,80.0539","user359@upi","UPI","[]","DEV181","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",5000,"INR","2025-01-01 07:51:50.000000000"
"TXN005676","2025-12-09T04:42:00.698184","1002003300","2025-01-01T07:52:55Z","CUST078","CREDIT","store337@upi",2500,"UPI005676","TXN005676","21.2369,86.45","user268@upi","UPI","[]","DEV272","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 07:52:55.000000000"
"TXN005683","2025-12-09T04:42:01.340319","1002003369","2025-01-01T07:53:30Z","CUST125","DEBIT","store53@upi",150,"UPI005683","TXN005683","21.7106,87.1176","user385@upi","UPI","[]","DEV060","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",150,"INR","2025-01-01 07:53:30.000000000"
"TXN005704","2025-12-09T04:42:03.655647","1002003370","2025-01-01T07:55:15Z","CUST472","CREDIT","store306@upi",95000,"UPI005704","TXN005704","18.0858,84.2858","user62@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV254","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 07:55:15.000000000"
"TXN005961","2025-12-09T04:42:46.666856","1002003354","2025-01-01T08:16:40Z","CUST374","DEBIT","store333@upi",2500,"UPI005961","TXN005961","23.7358,85.4595","user476@upi","UPI","[]","DEV040","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 08:16:40.000000000"
"TXN006123","2025-12-09T04:43:30.388906","1002003348","2025-01-01T08:30:10Z","CUST040","CREDIT","store273@upi",2500,"UPI006123","TXN006123","18.3657,85.4637","user23@upi","UPI","[]","DEV197","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 08:30:10.000000000"
"TXN006510","2025-12-09T04:44:35.019457","1002003351","2025-01-01T09:02:25Z","CUST413","DEBIT","store323@upi",2500,"UPI006510","TXN006510","21.1456,75.972","user164@upi","UPI","[]","DEV190","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 09:02:25.000000000"
"TXN006654","2025-12-09T04:44:48.477967","1002003392","2025-01-01T09:14:25Z","CUST377","DEBIT","store51@upi",499,"UPI006654","TXN006654","26.3843,84.4706","user144@upi","UPI","[]","DEV107","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",499,"INR","2025-01-01 09:14:25.000000000"
"TXN007130","2025-12-09T04:45:36.159433","1002003210","2025-01-01T09:54:05Z","CUST361","DEBIT","store360@upi",150,"UPI007130","TXN007130","27.6543,76.573","user76@upi","UPI","[]","DEV060","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",150,"INR","2025-01-01 09:54:05.000000000"
"TXN007434","2025-12-09T04:46:05.772985","1002003375","2025-01-01T10:19:25Z","CUST127","DEBIT","store301@upi",2500,"UPI007434","TXN007434","18.6579,75.2823","user249@upi","UPI","[]","DEV212","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 10:19:25.000000000"
"TXN007465","2025-12-09T04:46:08.851687","1002003074","2025-01-01T10:22:00Z","CUST118","DEBIT","store290@upi",150,"UPI007465","TXN007465","19.8573,78.9527","user420@upi","UPI","[]","DEV070","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",150,"INR","2025-01-01 10:22:00.000000000"
"TXN007822","2025-12-09T04:46:44.111622","1002003359","2025-01-01T10:51:45Z","CUST280","CREDIT","store456@upi",2500,"UPI007822","TXN007822","18.0938,85.2218","user410@upi","UPI","[]","DEV014","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 10:51:45.000000000"
"TXN008729","2025-12-09T04:48:16.435008","1002003232","2025-01-01T12:07:20Z","CUST100","CREDIT","store246@upi",95000,"UPI008729","TXN008729","21.2002,79.4308","user483@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV227","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 12:07:20.000000000"
"TXN008786","2025-12-09T04:48:22.735292","1002003294","2025-01-01T12:12:05Z","CUST375","CREDIT","store473@upi",95000,"UPI008786","TXN008786","15.7227,83.3335","user187@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV068","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 12:12:05.000000000"
"TXN009086","2025-12-09T04:32:56.413515","1002003267","2025-01-01T12:37:05Z","CUST278","CREDIT","store431@upi",75000,"UPI009086","TXN009086","13.08,78.8749","user390@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV162","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",75000,"INR","2025-01-01 12:37:05.000000000"
"TXN009601","2025-12-09T04:33:53.383995","1002003290","2025-01-01T13:20:00Z","CUST232","CREDIT","store399@upi",499,"UPI009601","TXN009601","18.3953,74.3782","user356@upi","UPI","[]","DEV086","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",499,"INR","2025-01-01 13:20:00.000000000"
"TXN009977","2025-12-09T04:34:34.208073","1002003377","2025-01-01T13:51:20Z","CUST500","DEBIT","store180@upi",499,"UPI009977","TXN009977","20.1385,81.776","user183@upi","UPI","[]","DEV262","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",499,"INR","2025-01-01 13:51:20.000000000"
"TXN000046","2025-12-09T04:43:00.557387","1002003120","2025-01-01T00:03:45Z","CUST035","CREDIT","store490@upi",150,"UPI000046","TXN000046","27.9161,80.7214","user142@upi","UPI","[]","DEV044","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",150,"INR","2025-01-01 00:03:45.000000000"
"TXN000099","2025-12-09T04:43:12.247758","1002003004","2025-01-01T00:08:10Z","CUST207","DEBIT","store144@upi",499,"UPI000099","TXN000099","20.7753,80.9604","user11@upi","UPI","[]","DEV275","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",499,"INR","2025-01-01 00:08:10.000000000"
"TXN000122","2025-12-09T04:43:16.345853","1002003121","2025-01-01T00:10:05Z","CUST431","CREDIT","store367@upi",2500,"UPI000122","TXN000122","27.9126,72.9647","user433@upi","UPI","[]","DEV254","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 00:10:05.000000000"
"TXN000298","2025-12-09T04:44:01.409626","1002003025","2025-01-01T00:24:45Z","CUST439","DEBIT","store80@upi",95000,"UPI000298","TXN000298","23.262,81.7638","user67@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV195","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 00:24:45.000000000"
"TXN000456","2025-12-09T04:44:23.713024","1002003422","2025-01-01T00:37:55Z","CUST041","DEBIT","store276@upi",2500,"UPI000456","TXN000456","26.6343,78.2799","user326@upi","UPI","[]","DEV062","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 00:37:55.000000000"
"TXN000685","2025-12-09T04:44:48.047814","1002003431","2025-01-01T00:57:00Z","CUST469","CREDIT","store359@upi",999,"UPI000685","TXN000685","13.3139,83.2507","user39@upi","UPI","[]","DEV297","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",999,"INR","2025-01-01 00:57:00.000000000"
"TXN000695","2025-12-09T04:44:48.908348","1002003333","2025-01-01T00:57:50Z","CUST430","DEBIT","store131@upi",150,"UPI000695","TXN000695","24.559,87.8637","user22@upi","UPI","[]","DEV283","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",150,"INR","2025-01-01 00:57:50.000000000"
"TXN000824","2025-12-09T04:45:01.490394","1002003243","2025-01-01T01:08:35Z","CUST241","DEBIT","store383@upi",499,"UPI000824","TXN000824","23.987,84.0958","user344@upi","UPI","[]","DEV015","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",499,"INR","2025-01-01 01:08:35.000000000"
"TXN000833","2025-12-09T04:45:02.172772","1002003441","2025-01-01T01:09:20Z","CUST173","CREDIT","store281@upi",95000,"UPI000833","TXN000833","27.9718,81.2761","user343@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV069","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 01:09:20.000000000"
"TXN000906","2025-12-09T04:45:09.304940","1002003014","2025-01-01T01:15:25Z","CUST316","CREDIT","store268@upi",95000,"UPI000906","TXN000906","18.6359,77.9374","user211@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV208","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 01:15:25.000000000"
"TXN001498","2025-12-09T04:46:06.437254","1002003376","2025-01-01T02:04:45Z","CUST012","DEBIT","store203@upi",5000,"UPI001498","TXN001498","21.492,85.3486","user344@upi","UPI","[]","DEV279","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",5000,"INR","2025-01-01 02:04:45.000000000"
"TXN001582","2025-12-09T04:46:14.657104","1002003446","2025-01-01T02:11:45Z","CUST282","CREDIT","store497@upi",75000,"UPI001582","TXN001582","16.8221,80.5979","user76@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV161","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",75000,"INR","2025-01-01 02:11:45.000000000"
"TXN001691","2025-12-09T04:46:26.096600","1002003028","2025-01-01T02:20:50Z","CUST242","DEBIT","store198@upi",95000,"UPI001691","TXN001691","25.3792,80.2483","user143@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV276","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 02:20:50.000000000"
"TXN002323","2025-12-09T04:47:32.284106","1002003482","2025-01-01T03:13:30Z","CUST180","DEBIT","store462@upi",2500,"UPI002323","TXN002323","23.5733,77.6964","user237@upi","UPI","[]","DEV079","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 03:13:30.000000000"
"TXN002354","2025-12-09T04:47:35.328259","1002003030","2025-01-01T03:16:05Z","CUST337","DEBIT","store227@upi",150,"UPI002354","TXN002354","22.8131,72.852","user388@upi","UPI","[]","DEV258","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",150,"INR","2025-01-01 03:16:05.000000000"
"TXN002411","2025-12-09T04:47:41.384276","1002003017","2025-01-01T03:20:50Z","CUST341","CREDIT","store158@upi",499,"UPI002411","TXN002411","21.9406,72.121","user265@upi","UPI","[]","DEV291","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",499,"INR","2025-01-01 03:20:50.000000000"
"TXN002440","2025-12-09T04:47:45.514088","1002003007","2025-01-01T03:23:15Z","CUST329","DEBIT","store79@upi",95000,"UPI002440","TXN002440","24.6137,79.1727","user379@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV028","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 03:23:15.000000000"
"TXN002606","2025-12-09T04:48:01.927044","1002003124","2025-01-01T03:37:05Z","CUST436","DEBIT","store172@upi",499,"UPI002606","TXN002606","13.768,84.9314","user88@upi","UPI","[]","DEV006","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",499,"INR","2025-01-01 03:37:05.000000000"
"TXN002691","2025-12-09T04:48:10.214660","1002003261","2025-01-01T03:44:10Z","CUST409","DEBIT","store43@upi",2500,"UPI002691","TXN002691","22.2698,75.7921","user122@upi","UPI","[]","DEV148","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 03:44:10.000000000"
"TXN003012","2025-12-09T04:48:41.984889","1002003068","2025-01-01T04:10:55Z","CUST310","DEBIT","store79@upi",999,"UPI003012","TXN003012","20.4356,77.6219","user393@upi","UPI","[]","DEV243","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",999,"INR","2025-01-01 04:10:55.000000000"
"TXN003154","2025-12-09T04:38:08.926396","1002003424","2025-01-01T04:22:45Z","CUST085","DEBIT","store7@upi",999,"UPI003154","TXN003154","15.9169,73.3751","user454@upi","UPI","[]","DEV034","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",999,"INR","2025-01-01 04:22:45.000000000"
"TXN003440","2025-12-09T04:38:36.829753","1002003004","2025-01-01T04:46:35Z","CUST301","CREDIT","store9@upi",5000,"UPI003440","TXN003440","19.0071,87.5287","user375@upi","UPI","[]","DEV267","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",5000,"INR","2025-01-01 04:46:35.000000000"
"TXN003539","2025-12-09T04:38:46.502315","1002003355","2025-01-01T04:54:50Z","CUST072","CREDIT","store329@upi",999,"UPI003539","TXN003539","25.1696,73.1864","user181@upi","UPI","[]","DEV212","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",999,"INR","2025-01-01 04:54:50.000000000"
"TXN003671","2025-12-09T04:38:59.411799","1002003270","2025-01-01T05:05:50Z","CUST499","CREDIT","store231@upi",5000,"UPI003671","TXN003671","15.4796,82.9166","user300@upi","UPI","[]","DEV077","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",5000,"INR","2025-01-01 05:05:50.000000000"
"TXN003737","2025-12-09T04:39:05.229108","1002003382","2025-01-01T05:11:20Z","CUST178","CREDIT","store192@upi",5000,"UPI003737","TXN003737","23.2318,84.9181","user243@upi","UPI","[]","DEV212","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",5000,"INR","2025-01-01 05:11:20.000000000"
"TXN004016","2025-12-09T04:39:30.138156","1002003170","2025-01-01T05:34:35Z","CUST265","DEBIT","store315@upi",2500,"UPI004016","TXN004016","12.0902,78.7262","user309@upi","UPI","[]","DEV249","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 05:34:35.000000000"
"TXN004214","2025-12-09T04:39:48.532255","1002003264","2025-01-01T05:51:05Z","CUST061","DEBIT","store134@upi",150,"UPI004214","TXN004214","25.7399,78.7404","user371@upi","UPI","[]","DEV146","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",150,"INR","2025-01-01 05:51:05.000000000"
"TXN004521","2025-12-09T04:40:16.223012","1002003036","2025-01-01T06:16:40Z","CUST263","CREDIT","store467@upi",95000,"UPI004521","TXN004521","15.1487,82.9376","user298@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV262","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 06:16:40.000000000"
